Time, Operation, Node, Description
22:19:38.134,start,2,Starting raft node as part of a new channel channel=mychannel 
22:19:38.134,becomeFollower,2,2 became follower at term 0 channel=mychannel 
22:19:38.134,newRaft,2,newRaft 2 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
22:19:38.134,becomeFollower,2,2 became follower at term 1 channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.466,apply,2,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,2,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,2,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,2,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,2,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,2,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:39.135,Step,2,2 [logterm: 1 index: 16 vote: 0] cast MsgPreVote for 5 [logterm: 1 index: 16] at term 1 channel=mychannel 
22:19:39.151,Step,2,2 [term: 1] received a MsgVote message with higher term from 5 [term: 2] channel=mychannel 
22:19:39.151,becomeFollower,2,2 became follower at term 2 channel=mychannel 
22:19:39.151,Step,2,2 [logterm: 1 index: 16 vote: 0] cast MsgVote for 5 [logterm: 1 index: 16] at term 2 channel=mychannel 
22:19:39.233,run,2,raft.node: 2 elected leader 5 at term 2 channel=mychannel 
22:19:39.347,run,2,Raft leader changed: 0 -> 5 channel=mychannel 
22:20:16.716,writeBlock,2,Writing block [1] (Raft index: 18) to ledger channel=mychannel 
22:20:19.814,writeBlock,2,Writing block [2] (Raft index: 19) to ledger channel=mychannel 
22:22:08.211,writeBlock,2,Writing block [3] (Raft index: 20) to ledger channel=mychannel 
22:23:58.257,writeBlock,2,Writing block [4] (Raft index: 21) to ledger channel=mychannel 
22:24:03.403,writeBlock,2,Writing block [5] (Raft index: 22) to ledger channel=mychannel 
22:24:17.924,writeBlock,2,Writing block [6] (Raft index: 23) to ledger channel=mychannel 
22:38:48.679,writeBlock,2,Writing block [7] (Raft index: 24) to ledger channel=mychannel 
22:40:16.937,writeBlock,2,Writing block [8] (Raft index: 25) to ledger channel=mychannel 
22:41:14.217,writeBlock,2,Writing block [9] (Raft index: 26) to ledger channel=mychannel 
22:42:15.861,writeBlock,2,Writing block [10] (Raft index: 27) to ledger channel=mychannel 
22:43:01.067,writeBlock,2,Writing block [11] (Raft index: 28) to ledger channel=mychannel 
22:43:51.127,writeBlock,2,Writing block [12] (Raft index: 29) to ledger channel=mychannel 
22:45:18.053,writeBlock,2,Writing block [13] (Raft index: 30) to ledger channel=mychannel 
22:46:11.042,writeBlock,2,Writing block [14] (Raft index: 31) to ledger channel=mychannel 
22:47:20.235,writeBlock,2,Writing block [15] (Raft index: 32) to ledger channel=mychannel 
22:48:13.938,writeBlock,2,Writing block [16] (Raft index: 33) to ledger channel=mychannel 
22:18:52.528,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.871,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.871,createOrReadWAL,3,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
22:19:38.123,Start,3,Starting Raft node channel=mychannel 
22:19:38.138,start,3,Starting raft node as part of a new channel channel=mychannel 
22:19:38.139,becomeFollower,3,3 became follower at term 0 channel=mychannel 
22:19:38.139,newRaft,3,newRaft 3 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
22:19:38.139,becomeFollower,3,3 became follower at term 1 channel=mychannel 
22:19:38.427,apply,3,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.427,apply,3,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.427,apply,3,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.428,apply,3,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:39.135,Step,3,3 [logterm: 1 index: 16 vote: 0] cast MsgPreVote for 5 [logterm: 1 index: 16] at term 1 channel=mychannel 
22:19:39.151,Step,3,3 [term: 1] received a MsgVote message with higher term from 5 [term: 2] channel=mychannel 
22:19:39.151,becomeFollower,3,3 became follower at term 2 channel=mychannel 
22:19:39.151,Step,3,3 [logterm: 1 index: 16 vote: 0] cast MsgVote for 5 [logterm: 1 index: 16] at term 2 channel=mychannel 
22:19:39.232,run,3,raft.node: 3 elected leader 5 at term 2 channel=mychannel 
22:19:39.302,run,3,Raft leader changed: 0 -> 5 channel=mychannel 
22:20:16.700,writeBlock,3,Writing block [1] (Raft index: 18) to ledger channel=mychannel 
22:20:19.803,writeBlock,3,Writing block [2] (Raft index: 19) to ledger channel=mychannel 
22:22:08.214,writeBlock,3,Writing block [3] (Raft index: 20) to ledger channel=mychannel 
22:23:58.257,writeBlock,3,Writing block [4] (Raft index: 21) to ledger channel=mychannel 
22:24:03.403,writeBlock,3,Writing block [5] (Raft index: 22) to ledger channel=mychannel 
22:24:17.925,writeBlock,3,Writing block [6] (Raft index: 23) to ledger channel=mychannel 
22:38:48.679,writeBlock,3,Writing block [7] (Raft index: 24) to ledger channel=mychannel 
22:40:16.937,writeBlock,3,Writing block [8] (Raft index: 25) to ledger channel=mychannel 
22:41:14.177,writeBlock,3,Writing block [9] (Raft index: 26) to ledger channel=mychannel 
22:42:15.859,writeBlock,3,Writing block [10] (Raft index: 27) to ledger channel=mychannel 
22:43:01.067,writeBlock,3,Writing block [11] (Raft index: 28) to ledger channel=mychannel 
22:43:51.113,writeBlock,3,Writing block [12] (Raft index: 29) to ledger channel=mychannel 
22:45:18.054,writeBlock,3,Writing block [13] (Raft index: 30) to ledger channel=mychannel 
22:46:11.041,writeBlock,3,Writing block [14] (Raft index: 31) to ledger channel=mychannel 
22:47:20.235,writeBlock,3,Writing block [15] (Raft index: 32) to ledger channel=mychannel 
22:48:13.938,writeBlock,3,Writing block [16] (Raft index: 33) to ledger channel=mychannel 
22:18:22.828,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.873,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.874,createOrReadWAL,4,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
22:19:38.064,Start,4,Starting Raft node channel=mychannel 
22:19:38.069,start,4,Starting raft node as part of a new channel channel=mychannel 
22:19:38.069,becomeFollower,4,4 became follower at term 0 channel=mychannel 
22:19:38.069,newRaft,4,newRaft 4 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
22:19:38.069,becomeFollower,4,4 became follower at term 1 channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,4,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:39.136,Step,4,4 [logterm: 1 index: 16 vote: 0] cast MsgPreVote for 5 [logterm: 1 index: 16] at term 1 channel=mychannel 
22:19:39.152,Step,4,4 [term: 1] received a MsgVote message with higher term from 5 [term: 2] channel=mychannel 
22:19:39.152,becomeFollower,4,4 became follower at term 2 channel=mychannel 
22:19:39.152,Step,4,4 [logterm: 1 index: 16 vote: 0] cast MsgVote for 5 [logterm: 1 index: 16] at term 2 channel=mychannel 
22:19:39.232,run,4,raft.node: 4 elected leader 5 at term 2 channel=mychannel 
22:19:39.347,run,4,Raft leader changed: 0 -> 5 channel=mychannel 
22:20:16.705,writeBlock,4,Writing block [1] (Raft index: 18) to ledger channel=mychannel 
22:20:19.804,writeBlock,4,Writing block [2] (Raft index: 19) to ledger channel=mychannel 
22:22:08.212,writeBlock,4,Writing block [3] (Raft index: 20) to ledger channel=mychannel 
22:23:58.257,writeBlock,4,Writing block [4] (Raft index: 21) to ledger channel=mychannel 
22:24:03.404,writeBlock,4,Writing block [5] (Raft index: 22) to ledger channel=mychannel 
22:24:17.923,writeBlock,4,Writing block [6] (Raft index: 23) to ledger channel=mychannel 
22:38:48.679,writeBlock,4,Writing block [7] (Raft index: 24) to ledger channel=mychannel 
22:40:16.938,writeBlock,4,Writing block [8] (Raft index: 25) to ledger channel=mychannel 
22:41:14.217,writeBlock,4,Writing block [9] (Raft index: 26) to ledger channel=mychannel 
22:42:15.858,writeBlock,4,Writing block [10] (Raft index: 27) to ledger channel=mychannel 
22:43:01.066,writeBlock,4,Writing block [11] (Raft index: 28) to ledger channel=mychannel 
22:43:51.127,writeBlock,4,Writing block [12] (Raft index: 29) to ledger channel=mychannel 
22:45:18.053,writeBlock,4,Writing block [13] (Raft index: 30) to ledger channel=mychannel 
22:46:11.043,writeBlock,4,Writing block [14] (Raft index: 31) to ledger channel=mychannel 
22:47:20.237,writeBlock,4,Writing block [15] (Raft index: 32) to ledger channel=mychannel 
22:48:13.938,writeBlock,4,Writing block [16] (Raft index: 33) to ledger channel=mychannel 
22:18:28.752,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.875,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
22:19:37.875,createOrReadWAL,5,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
22:19:38.127,Start,5,Starting Raft node channel=mychannel 
22:19:38.130,start,5,Starting raft node as part of a new channel channel=mychannel 
22:19:38.130,becomeFollower,5,5 became follower at term 0 channel=mychannel 
22:19:38.130,newRaft,5,newRaft 5 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
22:19:38.130,becomeFollower,5,5 became follower at term 1 channel=mychannel 
22:19:38.130,run,5,This node is picked to start campaign channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:38.467,apply,5,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16] channel=mychannel 
22:19:39.133,Step,5,5 is starting a new election at term 1 channel=mychannel 
22:19:39.133,becomePreCandidate,5,5 became pre-candidate at term 1 channel=mychannel 
22:19:39.133,poll,5,5 received MsgPreVoteResp from 5 at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to d at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to f at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 2 at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 3 at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 9 at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to c at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 1 at term 1 channel=mychannel 
22:19:39.133,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 4 at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 8 at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 7 at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to a at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to b at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 6 at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to e at term 1 channel=mychannel 
22:19:39.134,campaign,5,5 [logterm: 1 index: 16] sent MsgPreVote request to 10 at term 1 channel=mychannel 
22:19:39.135,logSendFailure,5,Failed to send StepRequest to 16 because: rpc error: code = Unavailable desc = all SubConns are in TransientFailure latest connection error: connection error: desc = "transport: Error while dialing dial tcp 172.31.0.15:23050: connect: connection refused" channel=mychannel 
22:19:39.135,poll,5,5 received MsgPreVoteResp from 3 at term 1 channel=mychannel 
22:19:39.135,stepCandidate,5,5 [quorum:9] has received 2 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.135,poll,5,5 received MsgPreVoteResp from f at term 1 channel=mychannel 
22:19:39.135,stepCandidate,5,5 [quorum:9] has received 3 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.136,poll,5,5 received MsgPreVoteResp from d at term 1 channel=mychannel 
22:19:39.136,stepCandidate,5,5 [quorum:9] has received 4 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.136,poll,5,5 received MsgPreVoteResp from c at term 1 channel=mychannel 
22:19:39.136,stepCandidate,5,5 [quorum:9] has received 5 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.136,poll,5,5 received MsgPreVoteResp from 2 at term 1 channel=mychannel 
22:19:39.136,stepCandidate,5,5 [quorum:9] has received 6 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.137,poll,5,5 received MsgPreVoteResp from b at term 1 channel=mychannel 
22:19:39.137,stepCandidate,5,5 [quorum:9] has received 7 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.137,poll,5,5 received MsgPreVoteResp from 4 at term 1 channel=mychannel 
22:19:39.137,stepCandidate,5,5 [quorum:9] has received 8 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.137,poll,5,5 received MsgPreVoteResp from 8 at term 1 channel=mychannel 
22:19:39.137,stepCandidate,5,5 [quorum:9] has received 9 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
22:19:39.137,becomeCandidate,5,5 became candidate at term 2 channel=mychannel 
22:19:39.137,poll,5,5 received MsgVoteResp from 5 at term 2 channel=mychannel 
22:19:39.137,campaign,5,5 [logterm: 1 index: 16] sent MsgVote request to 7 at term 2 channel=mychannel 
22:19:39.137,campaign,5,5 [logterm: 1 index: 16] sent MsgVote request to a at term 2 channel=mychannel 
